City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,25-01-2019,52.92,107.96,11.03,63.81,21.32,11.03,63.17,43.54,4.07,32.32,6.95,214.3434783,Very Poor
Ahmedabad,26-01-2019,47.26,107.96,16.22,64.71,24.43,16.22,63.03,20,4.04,32.31,6.95,288.8086957,Poor
Ahmedabad,27-01-2019,52.79,107.96,18.13,59.21,24.19,18.13,37.29,39.51,4.07,32.34,6.93,307.0337278,Severe
Ahmedabad,28-01-2019,63.68,107.96,22.56,67.41,28.61,22.56,37.73,53.12,4.06,32.32,6.93,332.9846154,Severe
Ahmedabad,29-01-2019,73.37,107.96,16.1,77.92,27.51,16.1,38.59,39.08,4.05,32.28,6.92,287.0869565,Severe
Ahmedabad,30-01-2019,55.24,107.96,34.37,83.79,39.08,34.37,78.4,40.04,4.01,32.3,6.94,402.6811321,Severe
Ahmedabad,31-01-2019,83.1,107.96,37.91,110.77,47.47,37.91,94.79,44.33,4.06,32.31,6.93,424.7226415,Severe
Ahmedabad,01-02-2019,76.87,107.96,17.85,77.35,28.34,17.85,87.94,36.28,4.05,32.3,6.93,305.3934911,Severe
Ahmedabad,02-02-2019,47.01,107.96,13.12,66.95,23.24,13.12,71.48,45.06,4.04,32.33,6.92,244.3304348,Very Poor
Ahmedabad,03-02-2019,54.77,107.96,11.01,77.02,24.46,11.01,64.47,53.55,4.08,32.36,6.94,214.0565217,Very Poor
Ahmedabad,04-02-2019,103.13,107.96,46.91,80.34,45.24,46.91,56.3,52.37,4.08,32.31,7.02,480.7603774,Severe
Ahmedabad,05-02-2019,117.59,107.96,61.13,116.34,61.73,61.13,76.89,42.29,4.12,32.36,7.06,291.7727586,Severe
Ahmedabad,06-02-2019,50.15,107.96,9.02,67.96,21.2,9.02,57.09,47.5,4.08,32.29,6.94,187.7189873,Poor
Ahmedabad,07-02-2019,94.1,107.96,10.62,44.91,16.6,10.62,42.04,55.84,4.08,32.31,6.93,211.5827586,Very Poor
Ahmedabad,08-02-2019,105.03,107.96,10.13,56.09,18.99,10.13,41.4,43.09,4.07,32.3,6.97,248.8955172,Poor
Ahmedabad,09-02-2019,46.5,107.96,15.39,79.42,27.47,15.39,41.88,41.7,4.08,32.33,6.9,276.9,Very Poor
Ahmedabad,10-02-2019,41.76,107.96,20.48,77.13,29.76,20.48,55.24,44.7,4.06,32.31,6.91,320.8,Severe
Ahmedabad,11-02-2019,46.91,107.96,14.6,86.07,28.61,14.6,51.46,51.3,4.05,32.32,6.92,265.5652174,Very Poor
Ahmedabad,12-02-2019,59.98,107.96,50.93,76.66,46.6,50.93,53.21,53.67,4.09,32.32,6.9,105.6244295,Severe
Ahmedabad,13-02-2019,82.79,107.96,45.8,86.15,47.96,45.8,93.37,52.04,4.11,32.28,6.99,473.8490566,Severe
Ahmedabad,14-02-2019,62.6,107.96,19.59,65.12,26.31,19.59,38.05,57.79,4.1,32.36,6.95,315.5863905,Severe
Ahmedabad,15-02-2019,72.53,107.96,20.61,102.5,35.87,20.61,45.85,46.37,4.12,32.31,6.98,321.5615385,Severe
Ahmedabad,16-02-2019,44.69,107.96,32.07,75.36,35.79,32.07,39.99,53.96,4.1,32.37,6.98,388.6940828,Very Poor
Ahmedabad,17-02-2019,54.18,107.96,35.1,83.9,39.51,35.1,51.23,51.56,4.09,32.34,7.03,407.2264151,Severe
Ahmedabad,18-02-2019,81.84,107.96,28.68,104.86,40.93,28.68,87.99,43.05,4.1,32.4,7.02,368.835503,Severe
Ahmedabad,19-02-2019,46.48,107.96,17.55,60.72,24.22,17.55,42.93,39.32,4.22,32.37,6.99,303.6360947,Severe
Ahmedabad,20-02-2019,62.32,107.96,64.13,83.57,55.67,64.13,38.91,32.1,4.16,32.41,7,105.6244295,Severe
Ahmedabad,21-02-2019,37.26,107.96,8.83,37.95,13.95,8.83,23.36,29.13,4.1,32.37,7.03,185.3379747,Severe
Ahmedabad,22-02-2019,37.96,107.96,16.2,48.69,20.61,16.2,19.56,15.47,4.11,32.4,7.03,288.5217391,Severe
Ahmedabad,23-02-2019,34.1,107.96,12.42,67.07,22.88,12.42,42.34,59.67,4.09,32.42,6.97,234.2869565,Poor
Ahmedabad,24-02-2019,64.5,107.96,56.57,77.32,49.9,56.57,52.95,39.14,4.14,32.38,7.02,112.9482759,Severe
Ahmedabad,25-02-2019,50.97,107.96,42.41,49.52,35.15,42.41,38.67,43.21,4.1,32.38,7.02,452.7415094,Severe
Ahmedabad,26-02-2019,64.44,107.96,13.19,45.6,18.2,13.19,33.91,33.88,4.15,32.37,7.08,245.3347826,Severe
Ahmedabad,27-02-2019,51.5,107.96,12.26,52.88,19.41,12.26,29.79,38.45,4.17,32.4,7.09,231.9913043,Poor
Ahmedabad,28-02-2019,33.38,107.96,14.07,73.92,25.42,14.07,50.46,48.39,4.15,32.38,7.04,257.9608696,Very Poor
Ahmedabad,01-03-2019,42.11,107.96,14.18,84.67,28.04,14.18,49.29,47.63,4.11,32.38,6.94,259.5391304,Very Poor
Ahmedabad,02-03-2019,46.35,107.96,9.25,69.51,21.69,9.25,62.8,69.79,4.08,32.34,7.07,190.6012658,Very Poor
Ahmedabad,03-03-2019,61.32,107.96,15.88,48.4,20.36,15.88,49.88,21.17,4.16,32.45,7.04,283.9304348,Very Poor
Ahmedabad,04-03-2019,48.84,107.96,9.85,42.96,15.71,9.85,26.4,51.34,4.1,32.38,7.04,198.1202532,Poor
Ahmedabad,05-03-2019,39.23,107.96,12.69,67.29,23.08,12.69,33.79,59.73,4.07,32.33,7.03,238.1608696,Poor
Ahmedabad,06-03-2019,45.37,107.96,23.56,72.21,30.3,23.56,45.56,49.33,4.17,32.33,6.98,338.8426036,Severe
Ahmedabad,07-03-2019,55.7,107.96,34.47,72.07,36.24,34.47,51.26,52.99,4.12,32.38,7.03,403.3037736,Severe
Ahmedabad,08-03-2019,54.11,107.96,48.38,54.45,38.8,48.38,45.55,41.35,4.15,32.45,7.1,489.9132075,Severe
Ahmedabad,09-03-2019,52.68,107.96,29.23,47.19,26.52,29.23,15.13,57.32,4.16,32.43,7.08,372.0573964,Severe
Ahmedabad,10-03-2019,44.12,107.96,10.66,79.99,24.97,10.66,60.68,61.08,4.17,32.44,7.06,209.0347826,Poor
Ahmedabad,11-03-2019,46.52,107.96,17.55,48.97,21.43,17.55,38.16,47.77,4.12,32.42,7.08,303.6360947,Very Poor
Ahmedabad,12-03-2019,57.06,107.96,34.49,100.8,43.19,34.49,60.72,48.13,4.11,32.35,7.05,403.4283019,Severe
Ahmedabad,13-03-2019,84.14,107.96,15.24,107.41,34.05,15.24,79.47,50.53,4.07,32.43,7.04,274.7478261,Severe
Ahmedabad,14-03-2019,52.24,107.96,10.75,61.88,20.71,10.75,24.81,56.16,4.1,32.37,6.95,210.326087,Poor
Ahmedabad,15-03-2019,62.44,107.96,26.15,84.42,34.65,26.15,48.85,58.49,4.1,32.38,6.98,354.0147929,Severe
Ahmedabad,16-03-2019,66.97,107.96,17.21,91.72,31.41,17.21,62.66,59.98,4.11,32.39,7.03,301.6443787,Severe
Ahmedabad,17-03-2019,75.05,107.96,12.67,96.99,30.14,12.67,58.55,64.12,4.11,32.4,6.97,237.873913,Very Poor
Ahmedabad,18-03-2019,60.5,107.96,18.21,104.48,35,18.21,41.81,56.66,4.11,32.34,7.03,307.5023669,Very Poor
Ahmedabad,19-03-2019,88.33,107.96,80.16,95.95,73.2,80.16,39.24,45.03,4.08,32.36,7.01,194.2989655,Severe
Ahmedabad,20-03-2019,78.11,107.96,13.65,60.29,21.95,13.65,40.62,29.9,4.13,32.29,6.97,251.9347826,Severe
Ahmedabad,21-03-2019,62.04,107.96,24.16,60.52,29.65,24.16,38.14,41.42,4.12,32.34,6.98,342.3573964,Very Poor
Ahmedabad,22-03-2019,73.98,107.96,43.21,64.62,40.71,43.21,28.52,48.02,4.1,32.34,6.99,457.7226415,Severe
Ahmedabad,23-03-2019,75.84,107.96,41.7,95.28,46.74,41.7,54.31,50.85,4.14,32.29,7.02,448.3207547,Severe
Ahmedabad,24-03-2019,92.21,107.96,26.17,69.96,60.01,26.17,39.96,43.76,4.13,32.37,7.03,354.1319527,Severe
Ahmedabad,25-03-2019,64.71,107.96,20.95,81.65,31.09,20.95,65.11,38.94,4.09,32.4,6.99,323.5532544,Severe
Ahmedabad,26-03-2019,67.44,107.96,15.64,86.7,29.34,15.64,61.6,47.12,4.13,32.33,6.98,280.4869565,Severe
Ahmedabad,27-03-2019,69.51,107.96,54.2,85.74,53.69,54.2,69.03,63.51,4.13,32.34,7.03,130.0513793,Severe
Ahmedabad,28-03-2019,112.44,107.96,61.37,88.16,69.9,61.37,88.25,41.77,4.19,32.47,7.03,274.1917241,Severe
Ahmedabad,29-03-2019,133.21,107.96,50,62.67,47.93,50,45.16,24.82,4.2,32.49,7.06,500,Severe
Ahmedabad,30-03-2019,89.74,107.96,33.94,68.97,35.31,33.94,9.65,17.76,4.14,32.47,7.07,399.6485207,Severe
Ahmedabad,31-03-2019,74.35,107.96,11.84,58.93,24.38,11.84,10.22,28.63,4.16,32.38,7,225.9652174,Severe
Ahmedabad,01-04-2019,96.96,107.96,16.25,88.34,42.22,16.25,15.4,30.19,4.21,32.45,7.08,289.2391304,Very Poor
Ahmedabad,02-04-2019,122.78,107.96,36.74,99.37,75.89,36.74,15.97,25.6,4.21,32.53,7.11,417.4377358,Severe
Ahmedabad,03-04-2019,109.21,107.96,47.6,90.25,79.91,47.6,13.25,26.93,4.22,32.5,7.17,485.0566038,Severe
Ahmedabad,04-04-2019,94.41,107.96,20.27,84.32,56.25,20.27,9.95,21.82,4.2,32.43,7.17,319.5698225,Severe
Ahmedabad,05-04-2019,97.92,107.96,23.05,75.36,53.96,23.05,11.42,17.98,4.21,32.54,7.06,335.8550296,Severe
Ahmedabad,06-04-2019,97.68,107.96,21.56,72.48,51.45,21.56,12.63,20.2,4.18,32.42,7.08,327.1266272,Severe
Ahmedabad,07-04-2019,99.9,107.96,24.47,56.89,46.01,24.47,15.72,15.01,4.21,32.43,7.08,344.1733728,Severe
Ahmedabad,08-04-2019,78.55,107.96,26.28,69.17,53.36,26.28,11.52,18.04,4.18,32.45,7.09,354.7763314,Severe
Ahmedabad,09-04-2019,73.58,107.96,19.53,63.23,45.42,19.53,11.56,26.46,4.22,32.51,7.09,315.2349112,Severe
Ahmedabad,10-04-2019,64.02,107.96,51.44,40.04,56.47,51.44,6.21,13.73,4.16,32.52,7.14,111.3096552,Severe
Ahmedabad,11-04-2019,81.22,107.96,65.1,44.75,67.79,65.1,7.27,15.7,4.23,32.46,7.16,170.0268966,Severe
Ahmedabad,12-04-2019,75.74,107.96,21.38,67.43,48.85,21.38,8.99,17.56,4.2,32.5,7.11,326.0721893,Severe
Ahmedabad,13-04-2019,70.14,107.96,20.83,68.1,48.76,20.83,5.29,27.51,4.23,32.6,7.14,322.8502959,Very Poor
Ahmedabad,14-04-2019,67.2,107.96,11.75,57.38,36.76,11.75,7.75,46.45,4.23,32.52,7.18,224.673913,Severe
Ahmedabad,15-04-2019,225.49,107.96,29.7,62.65,51.85,29.7,30.33,36.29,4.18,32.5,7.11,381.19,Severe
Ahmedabad,16-04-2019,182.46,107.96,15.24,59.22,40.26,15.24,49.94,48.98,4.23,32.5,7.17,348.1669767,Severe
Ahmedabad,17-04-2019,95.69,107.96,9.19,60.62,36.3,9.19,85.28,75.85,4.19,32.5,7.12,217.0106897,Very Poor
Ahmedabad,18-04-2019,93.12,107.96,8.88,72.4,41.94,8.88,36.52,74.03,4.19,32.49,7.11,208.2372414,Poor
Ahmedabad,19-04-2019,64.3,107.96,10.74,95.27,54.49,10.74,57.46,74.2,4.19,32.52,7.15,210.1826087,Very Poor
Ahmedabad,20-04-2019,81.71,107.96,23.23,128.87,79.56,23.23,91.79,77.88,4.2,32.51,7.08,336.9094675,Severe
Ahmedabad,21-04-2019,66.39,107.96,60.25,77.36,83.16,60.25,50.53,63.95,4.16,32.47,7.06,119.4003448,Severe
Ahmedabad,22-04-2019,92.59,107.96,35.37,92.43,71.48,35.37,72.51,63.21,4.18,32.45,7.07,408.9075472,Severe
Ahmedabad,23-04-2019,84.47,107.96,27.88,85.23,63.88,27.88,70.3,59.98,4.21,32.42,7.08,364.1491124,Severe
Ahmedabad,24-04-2019,76.98,107.96,9.49,43.57,28.34,9.49,51.35,40.16,4.31,32.51,7.17,193.6088608,Severe
Ahmedabad,28-04-2019,91.99,107.96,75.71,46.84,82.03,75.71,42.2,51.25,4.14,32.49,7.13,204.3796552,Severe
Ahmedabad,29-04-2019,110.7,107.96,11.92,49.22,32.91,11.92,49.14,57.93,4.15,32.46,7.1,268.2517241,Severe
Ahmedabad,30-04-2019,132.76,107.96,9.13,65.49,38.76,9.13,55.8,78.36,4.16,32.36,7.03,310.0251163,Poor
Ahmedabad,01-05-2019,113.47,107.96,23.43,70.08,51.67,23.43,83.88,49.54,4.15,32.44,7.07,338.0810651,Severe
Ahmedabad,02-05-2019,101.68,107.96,24.04,76.61,55.31,24.04,106.65,64.47,4.14,32.48,7.02,341.6544379,Severe
Ahmedabad,03-05-2019,86.07,107.96,13.77,62.42,40.29,13.77,96.27,41.5,4.19,32.43,7.13,253.6565217,Very Poor
Ahmedabad,04-05-2019,72.58,107.96,14.52,54.32,37.33,14.52,77.82,2.97,4.21,32.49,7.08,264.4173913,Very Poor
Ahmedabad,05-05-2019,81.79,107.96,19.4,58.23,42.89,19.4,136.27,3.02,4.15,32.45,7.11,314.4733728,Severe
Ahmedabad,06-05-2019,72.54,107.96,23.99,74.87,54.42,23.99,98.42,3.11,4.19,32.45,7.06,341.3615385,Severe
Ahmedabad,07-05-2019,58.71,107.96,12.69,70.34,31.99,12.69,66.1,2.16,4.18,32.32,7.06,238.1608696,Very Poor
Ahmedabad,08-05-2019,72.51,107.96,15.56,57.84,39.83,15.56,88.54,3.12,4.19,32.52,7.11,279.3391304,Very Poor
Ahmedabad,09-05-2019,43.83,107.96,11.8,43.77,17,11.8,46.28,3.13,4.09,32.35,6.94,225.3913043,Poor
Ahmedabad,15-05-2019,37.55,122.41,15.08,85.12,58.72,15.08,163.01,48.23,16.44,85.54,14.19,272.4521739,Poor
Ahmedabad,16-05-2019,33.97,116.32,14.67,79.71,55.61,14.67,91.26,51.86,15.55,83.89,13.15,266.5695652,Very Poor
Ahmedabad,17-05-2019,35.48,130.07,18.02,77.61,58.41,18.02,98.35,38.99,15.88,83.83,13.34,306.3893491,Very Poor
Ahmedabad,18-05-2019,34.11,138.31,13.27,75.23,51.83,13.27,88.66,42.22,15.93,82.73,13.44,246.4826087,Very Poor
Ahmedabad,19-05-2019,33.69,111.73,34.56,68.9,69.77,34.56,80.9,36.95,15.53,84.17,13.19,403.8641509,Severe
Ahmedabad,20-05-2019,42.31,118.65,17.47,81.84,59.84,17.47,89.57,46.68,15.98,83.87,13.6,303.1674556,Severe
Ahmedabad,21-05-2019,24.6,103.88,11.03,81.24,52.21,11.03,80.74,46.65,15.31,82.95,11.66,214.3434783,Very Poor
Ahmedabad,22-05-2019,27.93,103.3,11.44,76.75,50.49,11.44,86.48,54.34,15.6,84.17,13.6,220.226087,Poor
Ahmedabad,23-05-2019,41.39,135.65,14.29,89.1,59.76,14.29,105.96,49.7,16.33,83.95,13.48,261.1173913,Very Poor
Ahmedabad,24-05-2019,46.79,148,14.31,93.27,61.82,14.31,131.04,56.31,15.21,82.4,11.95,261.4043478,Very Poor
Ahmedabad,25-05-2019,51.63,156.97,17.96,89.18,63.98,17.96,134.22,49.62,15.72,83.2,13.93,306.0378698,Severe
Ahmedabad,26-05-2019,63.15,177.87,28.03,100.08,80.78,28.03,122.43,50.32,17.05,84.59,13.16,365.0278107,Severe
Ahmedabad,27-05-2019,57.47,163.36,21.39,112.68,79.36,21.39,143.3,52.19,16.47,84.11,13.58,326.1307692,Severe
Ahmedabad,28-05-2019,50.27,156.63,21.02,103.05,74.24,21.02,118.55,49.86,16.92,85.28,14.2,323.9633136,Severe
Ahmedabad,29-05-2019,42.02,140.66,16.43,71.51,53.58,16.43,82.75,52.44,16.99,85.25,13.8,291.8217391,Very Poor
Ahmedabad,30-05-2019,48.74,153.69,19.89,91.02,67.08,19.89,138.12,52.86,17.04,83.72,13.55,317.343787,Severe
Ahmedabad,31-05-2019,46.51,136.34,16.75,85.37,60.74,16.75,145.55,44.53,15.68,84.55,13.67,296.4130435,Very Poor
Ahmedabad,01-06-2019,48.1,142.06,23.83,70.71,61.67,23.83,142.52,40.22,15.5,84.08,12.18,340.4242604,Severe
Ahmedabad,02-06-2019,41.38,119.91,21.8,70.35,59.18,21.8,134.76,41.5,15.9,83.78,14.01,328.5325444,Severe
Ahmedabad,03-06-2019,46.46,134.2,22.33,74.31,61.71,22.33,137.83,47.63,14.5,81.45,10.98,331.6372781,Severe
Ahmedabad,04-06-2019,39.68,117.51,20.89,77.12,61.44,20.89,139.31,71.62,12.58,79.02,7.46,323.2017751,Severe
Ahmedabad,05-06-2019,38.27,113.84,18.87,61.74,51.63,18.87,112.15,82.73,115.14,371.65,1.8,371.9054054,Severe
Ahmedabad,06-06-2019,35.06,127.56,12.63,68.94,48.03,12.63,101.14,75.71,26.24,85.15,94.48,358.1752809,Very Poor
Ahmedabad,07-06-2019,30.07,124.01,15.49,122.88,78.85,15.49,31.67,70.29,3.87,23.95,1.8,278.3347826,Very Poor
Ahmedabad,08-06-2019,48.74,135.9,16.38,154.42,94,16.38,58.6,73.95,7.29,80.04,2.05,291.1043478,Very Poor
Ahmedabad,09-06-2019,35.3,120.77,15.2,146.65,88.87,15.2,127.62,81.55,29.46,141.33,14.86,393.9932584,Very Poor
Ahmedabad,10-06-2019,34.31,115.46,16.31,127.02,80.56,16.31,121.46,80.39,26.9,256.09,56.49,365.5168539,Very Poor
Ahmedabad,11-06-2019,33.97,107.59,15.38,135.26,83.52,15.38,100.23,90.29,7.91,123.47,49.93,276.7565217,Very Poor
Ahmedabad,12-06-2019,41.08,156.33,12.8,140.5,83.14,12.8,91.23,85.2,6.3,87.51,33.1,239.7391304,Very Poor
Ahmedabad,13-06-2019,25.56,77.07,13.75,120.8,74.61,13.75,58.37,88.79,6.3,80.04,1.48,253.3695652,Very Poor
Ahmedabad,14-06-2019,26.75,103.12,14.4,112.66,71.38,14.4,60.94,77.88,6.3,80.04,1.48,262.6956522,Very Poor
Ahmedabad,15-06-2019,32.71,96.84,18.89,116.69,78.46,18.89,48.67,53.57,6.3,80.04,1.48,311.4857988,Very Poor
Ahmedabad,16-06-2019,32.79,107.15,25.17,103.69,79.28,25.17,30.37,30.45,6.3,80.04,1.48,348.2739645,Very Poor
Ahmedabad,17-06-2019,28.02,104.64,25.92,115.78,86.11,25.92,42.55,21.04,6.3,80.04,1.48,352.6674556,Severe
Ahmedabad,18-06-2019,26.92,72.7,22.25,130.64,89.1,22.25,25.9,24.37,6.3,80.04,1.48,331.1686391,Very Poor
Ahmedabad,19-06-2019,69.38,171.87,19.2,145.75,92.99,19.2,37.85,7.21,6.3,80.04,1.48,313.3017751,Very Poor
Ahmedabad,20-06-2019,42.08,125.62,30.2,155.72,113.35,30.2,33.25,41.97,6.3,80.04,1.48,377.739645,Severe
Ahmedabad,21-06-2019,35.67,103.64,18.86,147.44,93.61,18.86,25.28,74.84,6.3,80.04,1.48,311.3100592,Very Poor
Ahmedabad,22-06-2019,63.09,152.67,12.65,163.54,110.17,12.65,26.31,113.94,6.3,80.04,1.48,237.5869565,Moderate
Ahmedabad,23-06-2019,46.13,102.66,14.35,146.55,87.86,14.35,39.92,108.07,6.3,80.04,1.48,261.9782609,Very Poor
Ahmedabad,24-06-2019,57.49,115.42,21.05,277.31,162.63,21.05,37.43,101.47,6.3,80.04,1.48,324.1390533,Severe
Ahmedabad,25-06-2019,49.23,97.91,19.38,174.15,107.05,19.38,20.97,90.33,6.3,80.04,1.48,314.356213,Severe
Ahmedabad,26-06-2019,70.03,136.54,24.95,213.58,136.58,24.95,28.94,52.14,6.3,80.04,1.48,346.9852071,Severe
Ahmedabad,27-06-2019,60.03,109.4,25.55,176.24,117.3,25.55,35.87,52.95,6.3,80.04,1.48,350.5,Severe
Ahmedabad,28-06-2019,49.43,102.77,29.88,164.64,114.39,29.88,44.06,31.31,6.3,80.04,1.48,375.8650888,Severe
Ahmedabad,29-06-2019,59.63,112.5,41.59,184.07,141.36,41.59,38.49,21.31,6.3,80.04,1.48,447.6358491,Severe
Ahmedabad,30-06-2019,53.13,117.3,29.06,107.86,84.37,29.06,30.43,43.43,6.23,79.21,1.46,371.0615385,Severe
Ahmedabad,01-07-2019,43.22,104.74,28.45,168.15,117.79,28.45,40.42,69.91,6.23,79.21,1.46,367.4881657,Severe
Ahmedabad,02-07-2019,44.75,114.84,24.72,119.51,88.78,24.72,48.21,58.82,6.3,80.04,1.48,345.6378698,Severe
Ahmedabad,03-07-2019,44.27,96.61,24.13,118.73,95.73,24.13,47.13,49.16,6.3,80.04,1.48,342.1816568,Severe
Ahmedabad,04-07-2019,47.77,102.68,39.11,144.03,114.85,39.11,44.8,21.77,6.3,80.04,1.48,432.1943396,Severe
Ahmedabad,05-07-2019,47.88,116.88,37.12,106.12,94.1,37.12,35.22,23.22,6.3,80.04,1.48,419.8037736,Severe
Ahmedabad,06-07-2019,47.71,100.89,34.67,171.04,122.97,34.67,40.63,21.04,6.3,80.04,1.48,404.5490566,Severe
Ahmedabad,07-07-2019,34.72,80.67,26.15,148.91,102.6,26.15,32.86,50.85,6.3,80.04,1.48,354.0147929,Severe
Ahmedabad,08-07-2019,37.99,113.3,35.85,113.12,96.06,35.85,32.57,27.37,6.3,80.04,1.48,411.8962264,Severe
Ahmedabad,09-07-2019,41.69,120.12,36.14,137.36,108.22,36.14,30.42,27.49,6.3,80.04,1.48,413.7018868,Severe
Ahmedabad,10-07-2019,45.31,128.97,40.51,157.22,122.89,40.51,31.64,33.43,6.3,80.04,1.48,440.9113208,Severe
Ahmedabad,11-07-2019,43.48,116.84,37.34,103.67,93.15,37.34,91.4,30.35,6.3,80.04,1.48,421.1735849,Severe
Ahmedabad,12-07-2019,41.97,109.2,30.92,107.17,87.53,30.92,96.35,34.38,6.3,80.04,1.48,381.9573964,Severe
Ahmedabad,13-07-2019,38.49,101.6,36.22,117.03,98.39,36.22,103.19,33.11,6.3,80.04,1.48,414.2,Severe
Ahmedabad,14-07-2019,41.7,109.85,24.82,102.72,78.41,24.82,102.03,49.25,6.3,80.04,1.48,346.2236686,Severe
Ahmedabad,15-07-2019,42.43,116.7,32.1,114.44,92.42,32.1,142.27,38.2,6.3,80.04,1.48,388.8698225,Severe
Ahmedabad,16-07-2019,38.99,114.94,31.97,103.79,87.09,31.97,156.48,32.57,6.3,80.04,1.48,388.108284,Severe
Ahmedabad,17-07-2019,34.92,114.11,30.5,110.39,88.63,30.5,116.97,37.07,6.3,80.04,1.48,379.4970414,Severe
Ahmedabad,18-07-2019,32.7,105.78,26,103.72,80.25,26,132.41,45.92,6.3,80.04,1.48,353.1360947,Severe
Ahmedabad,19-07-2019,44.65,120.74,25.34,135.12,94.8,25.34,104.15,58.38,6.3,80.04,1.48,349.2698225,Severe
Ahmedabad,20-07-2019,51.63,130.55,27.48,156.06,107.47,27.48,109.13,52.03,6.3,80.04,1.48,361.8059172,Severe
Ahmedabad,21-07-2019,48.67,104.86,17.33,152.96,94.37,17.33,92.83,76.38,6.3,80.04,1.48,302.3473373,Very Poor
Ahmedabad,22-07-2019,37.73,82.63,13.1,115.28,71.17,13.1,53.67,113.3,6.3,80.04,1.48,244.0434783,Very Poor
Ahmedabad,23-07-2019,73.98,202.3,17.81,168.45,107.32,17.81,35.04,70.3,6.3,80.04,1.48,305.1591716,Severe
Ahmedabad,24-07-2019,52.55,172.36,27.02,99.11,79.15,27.02,46.88,57.81,6.3,80.04,1.48,359.1112426,Severe
Ahmedabad,25-07-2019,48.26,165.97,35.25,157.23,116.89,35.25,50.5,29.11,6.3,80.04,1.48,408.1603774,Severe
Ahmedabad,26-07-2019,46.8,98.91,34.26,32.44,54.89,34.26,57.06,42.64,6.3,80.04,1.48,401.9962264,Severe
Ahmedabad,27-07-2019,39.43,98.23,26.55,43,50.78,26.55,94.84,52.09,6.23,79.17,1.46,356.3579882,Severe
Ahmedabad,28-07-2019,47.55,100.1,32.36,30.99,49.24,32.36,83.52,47.92,6.17,78.37,1.45,390.3928994,Severe
Ahmedabad,29-07-2019,43.84,148.04,33.11,42.69,58.58,33.11,70.53,64.25,6.3,80.04,1.48,394.7863905,Severe
Ahmedabad,30-07-2019,41.45,107.96,31.74,30.62,50.01,31.74,63.85,43.27,5.77,71.74,1.7,386.7609467,Severe
Ahmedabad,01-08-2019,47.31,110.65,59.19,23.06,66.37,59.19,50.69,24.93,2.88,24.5,3.39,107.411745,Severe
Ahmedabad,02-08-2019,56.72,139.31,45.45,45.13,68.12,45.45,52.12,28.08,2.88,24.5,3.39,471.6698113,Severe
Ahmedabad,03-08-2019,45.43,118.95,36.56,30,55.58,36.56,41.96,30.53,2.51,28.31,1.94,416.3169811,Severe
Ahmedabad,04-08-2019,37.7,106.26,25.9,37.43,47.63,25.9,39.98,40.88,2.14,32.05,0.52,352.5502959,Severe
Ahmedabad,05-08-2019,43.43,153.39,29.34,33.44,49.72,29.34,44.51,43.28,2.14,32.05,0.52,372.7017751,Severe
Ahmedabad,06-08-2019,50.53,181.39,38.94,57.64,70.29,38.94,39.45,41.18,2.14,32.05,0.52,431.1358491,Severe
Ahmedabad,07-08-2019,60.09,199.34,40.91,30.12,60.02,40.91,40.22,26.52,2.14,32.05,0.52,443.4018868,Severe
Ahmedabad,08-08-2019,57.61,195.84,35.46,47.73,62.52,35.46,39.76,37.96,2.12,31.72,0.51,409.4679245,Severe
Ahmedabad,09-08-2019,44.1,99.59,26.54,72.53,65.64,26.54,42.51,45.15,2.14,32.05,0.52,356.2994083,Severe
Ahmedabad,10-08-2019,22.26,50.03,28.38,41.31,52.51,28.38,45.34,37.92,2.14,32.05,0.52,367.0781065,Severe
Ahmedabad,11-08-2019,37.97,95.65,33.04,39.57,56.91,33.04,39.94,34.34,2.14,32.05,0.52,394.3763314,Severe
Ahmedabad,12-08-2019,46.3,160.82,40.24,47.9,65.63,40.24,41.94,33.06,2.1,31.38,0.51,439.2301887,Severe
Ahmedabad,13-08-2019,41.77,175.24,28.77,49.65,57,28.77,37.04,47.71,2.14,32.05,0.52,369.3627219,Severe
Ahmedabad,14-08-2019,47.52,184.48,33.11,36.01,55,33.11,40.95,41.86,2.14,32.05,0.52,394.7863905,Severe
Ahmedabad,15-08-2019,50.55,117.04,31.12,52.84,61.24,31.12,39.98,31.08,2.14,32.05,0.52,383.1289941,Severe
Ahmedabad,16-08-2019,27.6,75.1,33.81,48.35,60.52,33.81,42.4,34.06,2.14,32.05,0.52,398.8869822,Severe
Ahmedabad,17-08-2019,41.4,143.82,30.09,41.39,53.51,30.09,40.05,42.78,2.14,32.05,0.52,377.0952663,Severe
Ahmedabad,18-08-2019,44.46,134.58,36.78,73.54,77.37,36.78,37.46,45.93,2.14,32.05,0.52,417.6867925,Severe
Ahmedabad,19-08-2019,39.88,184.17,34.38,60.79,67.29,34.38,26.36,55.36,2.1,31.43,0.51,402.7433962,Severe
Ahmedabad,20-08-2019,46.58,138.91,26.7,53.62,56.13,26.7,45.91,61.08,2.14,32.05,0.52,357.2366864,Severe
Ahmedabad,21-08-2019,36.44,151.31,24.36,60.1,54.16,24.36,40.9,69.33,2.03,30.38,0.49,343.5289941,Severe
Ahmedabad,22-08-2019,45.37,176.7,24.41,64.69,59.39,24.41,43.82,68.52,2.14,32.05,0.52,343.8218935,Severe
